id_tx,id_cliente,fecha,ciudad,categoria,monto
1329,189,2025-08-10,Bucaramanga,mercado,43.06
1330,249,2025-06-17,Bogota,mercado,329.32
1331,14,2025-08-14,Cali,hogar,52.14
1332,160,2025-09-10,Medellin,electronica,301.59
1333,219,2025-10-06,Medellin,electronica,76.01
1334,92,2025-05-24,Medellin,electronica,113.12
1335,267,2025-11-24,Cartagena,mercado,50.95
1336,342,2025-10-26,Cartagena,electronica,564.36
1337,309,2025-08-06,Medellin,mercado,62.31
1338,341,2025-06-02,Medellin,hogar,156.53
1339,178,2025-11-10,Cartagena,deportes,118.59
1340,141,2025-09-27,Medellin,ropa,41.54
1341,271,2025-02-04,Cali,electronica,346.1
1342,183,2025-11-25,Bucaramanga,mercado,50.29
1343,189,2025-10-22,Bogota,juguetes,74.56
1344,49,2025-06-17,Bogota,hogar,159.73
1345,363,2025-04-26,Bogota,electronica,344.61
1346,98,2025-06-03,Bogota,hogar,200.38
1347,38,2025-02-26,Cali,mercado,21.27
1348,334,2025-11-21,Cali,ropa,119.62
1349,57,2025-03-16,Bogota,hogar,191.9
1350,228,2025-08-12,Medellin,ropa,75.71
1351,259,2025-08-23,Bogota,libros,28.65
1352,236,2025-01-21,Bogota,electronica,165.25
1353,116,2025-08-01,Barranquilla,deportes,85.4
1354,391,2025-09-17,Medellin,electronica,470.71
1355,6,2025-05-11,Bogota,electronica,158.96
1356,324,2025-07-06,Medellin,hogar,181.89
1357,28,2025-10-21,Cali,ropa,490.75
1358,259,2025-07-22,Cali,ropa,148.91
1359,121,2025-11-11,Bucaramanga,hogar,10.38
1360,374,2025-10-17,Medellin,deportes,256.29
1361,47,2025-07-17,Medellin,electronica,158.05
1362,263,2025-10-23,Cali,electronica,78.33
1363,335,2025-09-19,Bogota,ropa,70.79
1364,281,2025-11-03,Bogota,hogar,20.84
1365,154,2025-01-21,Medellin,ropa,34.72
1366,216,2025-11-18,Medellin,electronica,471.83
1367,38,2025-02-21,Bogota,mercado,162.52
1368,373,2025-01-13,Bogota,electronica,798.97
1369,40,2025-01-10,Bogota,mercado,86.89
1370,374,2025-10-20,Cali,electronica,991.78
1371,212,2025-03-24,Bogota,ropa,464.68
1372,19,2025-02-01,Bucaramanga,hogar,47.77
1373,210,2025-03-18,Medellin,ropa,67.15
1374,390,2025-10-28,Pereira,electronica,29.22
1375,367,2025-11-08,Medellin,electronica,8.97
1376,326,2025-10-18,Bogota,libros,50.43
1377,126,2025-07-20,Bogota,ropa,193.45
1378,200,2025-06-27,Pereira,ropa,100.54
1379,270,2025-10-08,Bogota,libros,26.55
1380,28,2025-10-18,Bogota,ropa,65.8
1381,284,2025-08-20,Cali,electronica,270.88
1382,218,2025-12-06,Medellin,hogar,434.43
1383,5,2025-06-07,Bogota,deportes,18.8
1384,54,2025-04-07,Bogota,electronica,225.61
1385,46,2025-07-16,Bogota,hogar,337.59
1386,219,2025-06-02,Cali,deportes,39.36
1387,132,2025-03-28,Medellin,electronica,266.42
1388,31,2025-05-11,Medellin,mercado,56.19
1389,331,2025-08-11,Bogota,electronica,151.53
1390,163,2025-09-13,Bogota,hogar,23.09
1391,7,2025-09-03,Bogota,ropa,17.16
1392,50,2025-05-04,Cali,electronica,525.81
1393,133,2025-05-10,Medellin,ropa,172.89
1394,65,2025-07-14,Bogota,mercado,41.77
1395,144,2025-11-22,Cali,mercado,62.1
1396,36,2025-08-21,Bogota,deportes,126.8
1397,267,2025-07-01,Medellin,electronica,84.97
1398,252,2025-01-19,Barranquilla,ropa,65.76
1399,157,2025-03-01,Cali,mercado,80.19
1400,224,2025-08-02,Bogota,deportes,30.55
1401,383,2025-11-15,Bogota,hogar,200.0
1402,100,2025-02-18,Medellin,electronica,479.48
1403,233,2025-03-14,Bogota,libros,46.37
1404,187,2025-12-13,Bucaramanga,ropa,44.66
1405,133,2025-04-22,Bogota,mercado,98.41
1406,183,2025-04-04,Medellin,mercado,6.67
1407,27,2025-02-15,Barranquilla,ropa,31.05
1408,135,2025-07-18,Barranquilla,deportes,163.32
1409,207,2025-10-13,Medellin,hogar,11.62
1410,72,2025-03-14,Cartagena,hogar,12.78
1411,126,2025-09-07,Bogota,mercado,13.76
1412,194,2025-04-05,Cali,ropa,59.59
1413,342,2025-11-14,Cali,mercado,97.09
1414,51,2025-09-06,Medellin,ropa,133.76
1415,394,2025-01-17,Medellin,ropa,48.51
1416,70,2025-09-19,Bogota,ropa,62.33
1417,332,2025-03-08,Medellin,ropa,48.67
1418,186,2025-01-17,Cali,hogar,304.81
1419,159,2025-09-01,Medellin,hogar,30.94
1420,41,2025-07-02,Medellin,mercado,72.72
1421,319,2025-01-01,Medellin,ropa,214.46
1422,222,2025-12-14,Medellin,ropa,60.33
1423,23,2025-10-11,Bogota,electronica,162.31
1424,45,2025-10-06,Cali,mercado,140.27
1425,82,2025-05-07,Barranquilla,ropa,55.36
1426,173,2025-02-18,Medellin,ropa,43.45
1427,113,2025-06-24,Cartagena,deportes,29.67
1428,294,2025-04-20,Medellin,hogar,12.23
1429,27,2025-11-16,Bogota,libros,24.08
1430,117,2025-05-22,Barranquilla,electronica,83.9
1431,327,2025-12-07,Bogota,electronica,240.31
1432,3,2025-10-10,Medellin,ropa,93.73
1433,41,2025-04-01,Medellin,electronica,156.47
1434,94,2025-04-26,Cali,deportes,16.74
1435,220,2025-09-21,Cartagena,electronica,34.74
1436,390,2025-05-11,Medellin,juguetes,7.41
1437,343,2025-06-06,Cartagena,hogar,39.49
1438,389,2025-09-16,Medellin,electronica,278.49
1439,347,2025-02-01,Cartagena,electronica,998.38
1440,86,2025-08-07,Bogota,electronica,206.87
1441,160,2025-07-17,Medellin,mercado,66.88
1442,345,2025-07-20,Cartagena,mercado,118.84
1443,62,2025-01-11,Cartagena,deportes,91.52
1444,192,2025-10-18,Barranquilla,deportes,44.39
1445,255,2025-02-16,Cartagena,electronica,83.55
1446,252,2025-12-27,Bogota,electronica,345.41
1447,19,2025-01-19,Bogota,mercado,39.66
1448,335,2025-04-21,Bogota,mercado,76.62
1449,390,2025-11-16,Medellin,mercado,33.69
1450,284,2025-06-06,Bogota,ropa,20.68
1451,390,2025-01-07,Medellin,electronica,28.45
1452,327,2025-09-03,Cali,ropa,41.54
1453,20,2025-02-23,Barranquilla,electronica,412.15
1454,355,2025-10-24,Medellin,deportes,137.38
1455,353,2025-04-11,Cali,electronica,145.19
1456,178,2025-12-15,Medellin,deportes,16.7
1457,165,2025-02-10,Medellin,mercado,13.65
1458,347,2025-05-14,Bogota,deportes,531.75
1459,2,2025-08-24,Cartagena,deportes,220.79
1460,333,2025-07-03,Medellin,ropa,13.14
1461,319,2025-07-22,Bogota,electronica,520.32
1462,98,2025-01-09,Bogota,electronica,406.87
1463,174,2025-06-13,Bogota,electronica,258.78
1464,35,2025-02-06,Bucaramanga,electronica,560.33
1465,372,2025-05-21,Bucaramanga,electronica,917.71
1466,111,2025-12-14,Cali,electronica,199.23
1467,197,2025-08-27,Cartagena,mercado,168.29
1468,105,2025-03-02,Cali,hogar,246.8
1469,234,2025-02-07,Bucaramanga,electronica,53.46
1470,98,2025-05-03,Bogota,electronica,27.35
1471,345,2025-02-27,Bucaramanga,juguetes,8.5
1472,220,2025-02-16,Cali,electronica,282.11
1473,216,2025-12-01,Cartagena,hogar,57.22
1474,118,2025-07-05,Cali,ropa,64.85
1475,338,2025-09-14,Barranquilla,ropa,58.91
1476,249,2025-09-04,Barranquilla,mercado,15.36
1477,354,2025-01-10,Medellin,ropa,127.21
1478,139,2025-03-11,Bogota,hogar,84.38
1479,344,2025-08-19,Cartagena,mercado,18.69
1480,299,2025-02-27,Cali,mercado,121.61
1481,175,2025-12-02,Medellin,mercado,50.97
1482,166,2025-01-07,Medellin,electronica,102.18
1483,2,2025-12-16,Barranquilla,mercado,94.38
1484,55,2025-04-23,Pereira,libros,14.71
1485,382,2025-04-07,Cali,juguetes,23.79
1486,398,2025-06-20,Pereira,electronica,182.74
1487,351,2025-01-20,Medellin,mercado,40.18
1488,97,2025-01-18,Bogota,hogar,13.81
1489,147,2025-06-08,Bogota,juguetes,84.5
1490,362,2025-08-26,Bogota,deportes,119.15
1491,383,2025-06-13,Barranquilla,ropa,181.12
1492,126,2025-06-24,Cali,electronica,485.95
1493,382,2025-08-25,Cali,electronica,93.87
1494,216,2025-02-14,Medellin,deportes,56.08
1495,207,2025-01-06,Cartagena,electronica,392.58
1496,110,2025-07-04,Medellin,deportes,164.72
1497,87,2025-08-14,Cali,electronica,742.7
1498,395,2025-03-20,Bogota,juguetes,40.24
1499,20,2025-07-16,Cali,hogar,131.86
1500,132,2025-03-14,Barranquilla,mercado,16.81
1501,353,2025-03-07,Medellin,electronica,348.01
1502,343,2025-05-21,Medellin,deportes,36.86
1503,206,2025-05-15,Medellin,hogar,149.95
1504,65,2025-10-05,Bogota,ropa,41.98
1505,123,2025-11-05,Medellin,electronica,144.99
1506,316,2025-06-11,Bogota,hogar,136.91
1507,375,2025-04-05,Bogota,electronica,526.58
1508,75,2025-04-04,Bogota,ropa,56.8
1509,60,2025-04-22,Bogota,ropa,244.7
1510,284,2025-09-13,Medellin,hogar,179.3
1511,379,2025-07-05,Cali,hogar,13.03
1512,20,2025-01-18,Cali,deportes,27.13
1513,134,2025-11-28,Cali,deportes,119.15
1514,196,2025-05-22,Bucaramanga,electronica,228.99
1515,38,2025-07-19,Bogota,mercado,14.15
1516,297,2025-02-18,Medellin,hogar,149.15
1517,388,2025-04-19,Pereira,mercado,5.2
1518,230,2025-01-10,Bucaramanga,electronica,88.35
1519,169,2025-11-21,Medellin,electronica,11.37
1520,373,2025-12-21,Bogota,electronica,241.38
1521,332,2025-04-10,Barranquilla,hogar,52.35
1522,381,2025-06-26,Bogota,hogar,99.59
1523,357,2025-02-08,Bogota,mercado,73.64
1524,25,2025-04-18,Barranquilla,mercado,23.14
1525,185,2025-07-03,Medellin,mercado,60.28
1526,209,2025-03-06,Bogota,deportes,170.47
1527,121,2025-11-14,Bogota,electronica,247.36
1528,21,2025-11-15,Medellin,deportes,105.97
1529,311,2025-10-23,Medellin,hogar,41.84
1530,303,2025-12-06,Medellin,mercado,134.45
1531,365,2025-12-13,Bogota,electronica,153.27
1532,309,2025-05-12,Cali,hogar,30.01
1533,304,2025-08-11,Medellin,ropa,131.02
1534,30,2025-04-02,Pereira,deportes,51.3
1535,360,2025-09-27,Cali,juguetes,88.58
1536,193,2025-02-01,Bogota,libros,121.66
1537,123,2025-01-04,Medellin,hogar,71.53
1538,230,2025-12-17,Bogota,hogar,232.39
1539,312,2025-01-01,Medellin,juguetes,20.48
1540,101,2025-03-27,Medellin,hogar,177.75
1541,300,2025-02-25,Cali,electronica,71.15
1542,69,2025-03-20,Medellin,ropa,21.68
1543,273,2025-06-19,Medellin,ropa,41.47
1544,354,2025-09-12,Bogota,juguetes,30.22
1545,76,2025-11-12,Medellin,deportes,27.79
1546,279,2025-01-26,Medellin,libros,14.44
1547,79,2025-10-16,Bogota,mercado,11.33
1548,367,2025-09-12,Bogota,juguetes,39.62
1549,178,2025-02-01,Medellin,libros,22.38
1550,222,2025-03-23,Bogota,mercado,308.79
1551,228,2025-04-10,Medellin,deportes,90.32
1552,70,2025-10-02,Medellin,libros,15.15
1553,171,2025-02-25,Barranquilla,mercado,209.23
1554,49,2025-02-06,Medellin,ropa,187.15
1555,23,2025-03-20,Bogota,hogar,57.47
1556,121,2025-04-15,Cali,mercado,20.92
1557,128,2025-12-21,Medellin,electronica,111.08
1558,14,2025-08-21,Cartagena,ropa,397.3
1559,285,2025-10-05,Medellin,electronica,521.4
1560,11,2025-04-08,Bogota,electronica,27.71
1561,46,2025-04-05,Bogota,mercado,56.33
1562,60,2025-04-09,Medellin,deportes,21.26
1563,221,2025-04-06,Medellin,juguetes,25.82
1564,209,2025-11-17,Bogota,electronica,231.1
1565,258,2025-08-13,Bogota,mercado,130.45
1566,329,2025-03-21,Bucaramanga,electronica,247.86
1567,302,2025-02-25,Medellin,ropa,315.33
1568,216,2025-06-13,Medellin,ropa,147.84
1569,310,2025-01-15,Bogota,electronica,180.34
1570,275,2025-04-03,Cali,electronica,286.96
1571,197,2025-04-12,Medellin,libros,10.13
1572,276,2025-05-18,Bogota,hogar,254.48
1573,209,2025-02-10,Cartagena,electronica,961.3
1574,12,2025-10-17,Cali,electronica,611.21
1575,255,2025-10-26,Medellin,electronica,14.0
1576,170,2025-11-06,Bucaramanga,mercado,134.31
1577,307,2025-05-14,Cali,ropa,92.78
1578,28,2025-11-09,Cali,ropa,63.31
1579,383,2025-05-24,Bucaramanga,mercado,74.22
1580,41,2025-03-03,Bogota,electronica,71.98
1581,359,2025-02-15,Barranquilla,mercado,61.9
1582,188,2025-05-16,Bucaramanga,electronica,299.22
1583,300,2025-11-27,Bogota,electronica,31.11
1584,133,2025-07-21,Medellin,electronica,220.11
1585,195,2025-10-28,Cartagena,ropa,139.87
1586,61,2025-05-20,Bucaramanga,hogar,93.52
1587,180,2025-07-06,Bucaramanga,electronica,1127.19
1588,189,2025-02-11,Barranquilla,deportes,39.91
1589,52,2025-01-06,Bogota,electronica,50.14
1590,352,2025-05-26,Pereira,electronica,965.97
1591,279,2025-03-11,Bogota,deportes,72.55
1592,369,2025-03-26,Bogota,ropa,23.26
1593,43,2025-12-01,Barranquilla,mercado,7.19
1594,149,2025-06-17,Cali,hogar,211.97
1595,107,2025-05-25,Cartagena,electronica,75.08
1596,282,2025-01-16,Barranquilla,electronica,402.67
1597,232,2025-09-06,Bucaramanga,juguetes,8.36
1598,281,2025-07-25,Bogota,juguetes,13.33
1599,336,2025-11-13,Medellin,juguetes,5.07
1600,97,2025-03-16,Cali,ropa,55.86
1601,309,2025-05-16,Cali,electronica,222.0
1602,223,2025-04-12,Barranquilla,libros,89.79
1603,393,2025-04-19,Bogota,hogar,16.87
1604,338,2025-08-07,Bogota,hogar,101.13
1605,389,2025-10-06,Bogota,electronica,391.21
1606,399,2025-08-08,Cali,electronica,169.93
1607,155,2025-07-24,Cali,electronica,377.66
1608,212,2025-09-10,Barranquilla,mercado,44.59
1609,181,2025-04-24,Bogota,electronica,172.63
1610,20,2025-01-27,Medellin,hogar,23.87
1611,5,2025-07-16,Barranquilla,mercado,32.8
1612,28,2025-09-19,Cartagena,electronica,155.79
1613,190,2025-03-12,Cali,electronica,25.48
1614,54,2025-08-24,Bogota,ropa,222.59
1615,298,2025-10-16,Bogota,hogar,295.67
1616,96,2025-01-23,Bogota,libros,17.45
1617,133,2025-04-20,Medellin,hogar,218.8
1618,175,2025-12-04,Pereira,electronica,357.03
1619,192,2025-01-08,Cali,electronica,119.54
1620,399,2025-05-17,Bucaramanga,electronica,211.23
1621,300,2025-07-26,Bogota,libros,75.64
1622,150,2025-02-15,Medellin,electronica,45.66
1623,332,2025-07-24,Cali,ropa,229.59
1624,352,2025-04-10,Bogota,electronica,165.93
1625,35,2025-01-03,Bogota,ropa,35.45
1626,386,2025-06-07,Bogota,juguetes,121.81
1627,235,2025-06-27,Medellin,electronica,109.59
1628,36,2025-10-12,Cali,libros,24.78
1629,282,2025-06-11,Cartagena,ropa,16.07
1630,68,2025-10-05,Cali,hogar,75.7
1631,168,2025-07-17,Barranquilla,electronica,280.62
1632,94,2025-03-23,Medellin,deportes,152.11
1633,354,2025-05-22,Medellin,ropa,68.46
1634,166,2025-09-13,Medellin,deportes,151.1
1635,210,2025-03-10,Medellin,electronica,170.87
1636,293,2025-09-21,Bogota,hogar,334.73
1637,344,2025-08-16,Medellin,mercado,58.9
1638,394,2025-12-12,Cali,juguetes,119.51
1639,145,2025-01-21,Medellin,ropa,50.61
1640,336,2025-06-01,Medellin,electronica,11.65
1641,213,2025-02-24,Bogota,electronica,540.64
1642,267,2025-12-27,Bucaramanga,ropa,35.12
1643,71,2025-08-24,Bogota,ropa,171.26
1644,300,2025-04-21,Cali,ropa,38.22
1645,229,2025-09-02,Medellin,electronica,112.59
1646,25,2025-01-25,Barranquilla,electronica,112.49
1647,222,2025-05-26,Medellin,electronica,127.71
1648,13,2025-12-06,Bucaramanga,electronica,124.23
1649,372,2025-07-23,Bogota,ropa,51.14
1650,234,2025-08-06,Bogota,mercado,65.11
1651,132,2025-12-25,Medellin,ropa,68.14
1652,397,2025-11-12,Barranquilla,electronica,31.11
1653,288,2025-09-09,Bogota,electronica,12.71
1654,138,2025-03-20,Bogota,electronica,43.14
1655,230,2025-10-23,Bucaramanga,deportes,24.56
1656,166,2025-02-28,Medellin,electronica,75.82
1657,70,2025-06-04,Bogota,hogar,69.57
1658,275,2025-08-26,Bogota,ropa,73.18
1659,251,2025-07-08,Medellin,hogar,285.75
1660,125,2025-03-27,Medellin,ropa,99.86
1661,31,2025-07-15,Bucaramanga,electronica,127.67
1662,152,2025-05-20,Medellin,libros,52.86
1663,369,2025-01-16,Cali,juguetes,40.45
1664,82,2025-02-23,Bogota,ropa,25.31
1665,77,2025-06-01,Medellin,electronica,757.39
1666,194,2025-08-10,Medellin,electronica,155.17
1667,379,2025-02-09,Pereira,mercado,118.52
1668,218,2025-04-28,Medellin,ropa,27.88
1669,141,2025-11-11,Bogota,ropa,109.69
1670,239,2025-06-27,Medellin,juguetes,8.77
1671,187,2025-03-15,Medellin,hogar,117.9
1672,180,2025-07-08,Barranquilla,ropa,65.39
1673,360,2025-04-08,Medellin,mercado,79.13
1674,305,2025-05-11,Barranquilla,mercado,62.39
1675,389,2025-10-04,Bogota,ropa,86.5
1676,142,2025-06-21,Bogota,juguetes,54.65
1677,160,2025-05-13,Bogota,mercado,68.95
1678,328,2025-06-25,Cartagena,juguetes,31.18
1679,140,2025-11-22,Barranquilla,libros,33.59
1680,117,2025-08-05,Medellin,hogar,92.25
1681,208,2025-10-14,Medellin,hogar,270.45
1682,98,2025-03-02,Bogota,electronica,84.73
1683,160,2025-02-07,Cali,electronica,153.66
1684,260,2025-03-19,Bogota,hogar,59.52
1685,39,2025-03-18,Bogota,mercado,9.31
1686,114,2025-02-06,Bogota,ropa,187.99
1687,238,2025-06-09,Medellin,ropa,233.16
1688,294,2025-05-23,Medellin,deportes,223.04
1689,117,2025-01-13,Cali,ropa,63.41
1690,156,2025-10-27,Medellin,hogar,45.36
1691,55,2025-09-10,Barranquilla,hogar,124.14
1692,151,2025-10-27,Cali,electronica,107.86
1693,94,2025-04-03,Medellin,ropa,29.89
1694,193,2025-12-19,Pereira,mercado,10.95
1695,208,2025-08-14,Medellin,mercado,186.61
1696,203,2025-12-02,Cali,ropa,36.25
1697,13,2025-12-06,Bogota,mercado,143.16
1698,121,2025-05-11,Cali,electronica,417.49
1699,139,2025-07-12,Pereira,mercado,73.61
1700,64,2025-01-20,Cali,electronica,610.94
1701,345,2025-01-08,Medellin,juguetes,12.68
1702,18,2025-06-08,Bogota,hogar,128.02
1703,366,2025-09-11,Bucaramanga,electronica,599.6
1704,316,2025-05-13,Bogota,electronica,208.87
1705,307,2025-11-12,Bogota,juguetes,112.66
1706,159,2025-03-02,Bogota,electronica,54.6
1707,164,2025-02-07,Cali,ropa,22.92
1708,324,2025-06-09,Bogota,ropa,21.64
1709,312,2025-12-07,Medellin,mercado,13.65
1710,78,2025-01-04,Medellin,hogar,33.17
1711,227,2025-07-27,Bogota,electronica,439.81
1712,190,2025-06-21,Cartagena,electronica,586.1
1713,71,2025-08-28,Bogota,hogar,105.02
1714,369,2025-11-12,Barranquilla,electronica,337.73
1715,311,2025-06-21,Cartagena,deportes,12.77
1716,151,2025-09-14,Medellin,libros,33.87
1717,148,2025-11-01,Bogota,mercado,15.99
1718,239,2025-07-25,Bogota,hogar,127.97
1719,166,2025-06-08,Cartagena,hogar,30.25
1720,296,2025-06-09,Cali,mercado,8.52
1721,181,2025-05-03,Bogota,ropa,195.58
1722,131,2025-10-08,Bogota,electronica,503.4
1723,370,2025-12-14,Medellin,mercado,19.43
1724,186,2025-01-09,Medellin,ropa,5.66
1725,103,2025-12-13,Cali,ropa,29.07
1726,172,2025-04-18,Bogota,electronica,566.47
1727,59,2025-02-08,Barranquilla,ropa,168.8
1728,139,2025-04-06,Cali,ropa,243.59
1729,247,2025-12-12,Medellin,hogar,24.02
1730,97,2025-08-13,Bogota,hogar,58.86
1731,174,2025-05-16,Barranquilla,juguetes,144.02
1732,140,2025-08-14,Bogota,ropa,148.72
1733,4,2025-07-18,Bogota,ropa,82.63
1734,64,2025-09-19,Bogota,juguetes,33.7
1735,134,2025-09-08,Cali,deportes,80.57
1736,86,2025-03-26,Cartagena,deportes,46.94
1737,140,2025-01-07,Bogota,electronica,191.84
1738,166,2025-12-04,Bogota,ropa,9.32
1739,284,2025-01-22,Medellin,juguetes,27.92
1740,135,2025-06-19,Medellin,mercado,48.72
1741,345,2025-08-14,Bogota,mercado,78.22
1742,300,2025-07-12,Cali,electronica,416.21
1743,77,2025-09-25,Bogota,electronica,635.1
1744,194,2025-12-13,Medellin,hogar,21.41
1745,385,2025-01-06,Barranquilla,mercado,71.57
1746,142,2025-08-15,Bogota,ropa,229.45
1747,218,2025-06-05,Cali,ropa,11.12
1748,376,2025-09-10,Bogota,mercado,6.79
1749,366,2025-11-07,Cali,electronica,113.66
1750,139,2025-01-10,Medellin,libros,36.09
1751,319,2025-12-02,Bogota,hogar,188.27
1752,285,2025-11-28,Bogota,mercado,117.01
1753,399,2025-08-12,Bogota,electronica,353.5
1754,94,2025-03-11,Bogota,electronica,214.81
1755,307,2025-08-26,Bogota,mercado,94.22
1756,314,2025-01-05,Cali,hogar,163.4
1757,7,2025-06-03,Bogota,ropa,15.96
1758,30,2025-06-01,Medellin,juguetes,54.9
1759,318,2025-05-06,Bogota,hogar,10.9
1760,134,2025-05-08,Medellin,mercado,58.69
1761,97,2025-08-03,Bogota,ropa,178.3
1762,28,2025-08-23,Medellin,mercado,38.62
1763,157,2025-06-21,Bogota,electronica,33.45
1764,85,2025-08-17,Bogota,hogar,157.89
1765,347,2025-04-14,Bogota,ropa,79.34
1766,31,2025-05-02,Cali,electronica,103.25
1767,237,2025-02-02,Cali,mercado,16.57
1768,248,2025-11-03,Medellin,electronica,78.78
1769,71,2025-10-02,Medellin,electronica,179.15
1770,181,2025-01-28,Barranquilla,electronica,69.1
1771,245,2025-10-04,Medellin,juguetes,16.56
1772,306,2025-03-27,Bogota,ropa,188.25
1773,172,2025-09-18,Bucaramanga,ropa,59.33
1774,354,2025-11-24,Medellin,ropa,451.39
1775,158,2025-11-14,Barranquilla,hogar,180.87
1776,88,2025-10-05,Medellin,deportes,21.21
1777,159,2025-02-12,Bucaramanga,mercado,17.24
1778,311,2025-11-16,Cali,electronica,127.72
1779,207,2025-03-07,Bogota,juguetes,37.32
1780,266,2025-11-23,Medellin,hogar,78.77
1781,13,2025-08-11,Bogota,hogar,45.38
1782,157,2025-07-21,Cali,electronica,703.05
1783,50,2025-12-15,Pereira,electronica,1702.7
1784,261,2025-02-12,Medellin,ropa,27.67
1785,273,2025-08-10,Bogota,mercado,34.15
1786,393,2025-11-19,Medellin,hogar,195.46
1787,109,2025-05-09,Medellin,electronica,57.5
1788,109,2025-01-02,Bogota,mercado,91.57
1789,54,2025-09-19,Medellin,mercado,10.16
1790,317,2025-07-11,Cali,ropa,130.71
1791,150,2025-05-25,Cali,mercado,24.9
1792,374,2025-03-21,Cali,mercado,30.23
1793,217,2025-11-15,Cali,electronica,346.65
1794,49,2025-02-05,Cali,mercado,172.63
1795,10,2025-04-16,Medellin,ropa,38.01
1796,230,2025-08-27,Medellin,ropa,17.74
1797,35,2025-05-21,Medellin,juguetes,17.54
1798,4,2025-08-01,Bogota,libros,42.06
1799,399,2025-11-01,Bogota,deportes,11.89
1800,211,2025-03-01,Bogota,electronica,58.02
1801,238,2025-03-18,Medellin,hogar,270.37
1802,34,2025-02-26,Medellin,electronica,180.96
1803,20,2025-12-06,Bogota,electronica,310.14
1804,108,2025-07-19,Bogota,ropa,79.36
1805,34,2025-12-13,Bogota,libros,95.09
1806,292,2025-02-04,Barranquilla,mercado,46.95
1807,125,2025-07-07,Bogota,hogar,35.19
1808,385,2025-09-02,Bogota,mercado,9.96
1809,105,2025-04-02,Cali,mercado,23.51
1810,198,2025-04-28,Bogota,mercado,73.97
1811,215,2025-11-11,Cali,electronica,180.22
1812,4,2025-08-23,Cartagena,ropa,69.77
1813,297,2025-01-19,Cartagena,libros,17.83
1814,338,2025-01-15,Medellin,ropa,92.56
1815,320,2025-04-17,Cali,mercado,32.49
1816,190,2025-01-19,Cali,hogar,29.76
1817,14,2025-09-12,Barranquilla,ropa,134.46
1818,394,2025-10-07,Bogota,hogar,10.17
1819,174,2025-11-22,Barranquilla,ropa,29.49
1820,382,2025-04-18,Bogota,electronica,149.19
1821,163,2025-10-24,Medellin,electronica,246.68
1822,114,2025-09-27,Medellin,ropa,82.14
1823,340,2025-04-02,Bucaramanga,ropa,30.2
1824,3,2025-03-26,Bogota,electronica,460.15
1825,260,2025-11-24,Bogota,deportes,19.92
1826,45,2025-09-14,Bogota,ropa,85.02
1827,134,2025-07-24,Cali,ropa,58.29
1828,341,2025-02-19,Bogota,hogar,6.6
1829,24,2025-10-01,Pereira,mercado,77.79
1830,331,2025-01-26,Medellin,ropa,47.74
1831,254,2025-07-20,Bogota,mercado,39.89
1832,138,2025-05-01,Medellin,electronica,470.86
1833,199,2025-04-17,Bogota,hogar,57.64
1834,348,2025-01-03,Bogota,electronica,590.32
1835,194,2025-09-24,Bogota,mercado,110.72
1836,41,2025-05-18,Cartagena,electronica,494.44
1837,133,2025-08-13,Medellin,electronica,633.4
1838,327,2025-08-20,Medellin,ropa,180.97
1839,275,2025-09-23,Cartagena,deportes,88.26
1840,294,2025-01-24,Cali,hogar,44.87
1841,363,2025-08-11,Medellin,mercado,193.12
1842,248,2025-06-24,Bogota,juguetes,8.58
1843,132,2025-12-02,Bogota,electronica,106.61
1844,85,2025-02-02,Bogota,ropa,179.82
1845,219,2025-10-10,Bucaramanga,ropa,97.29
1846,69,2025-11-27,Medellin,deportes,263.04
1847,300,2025-10-26,Pereira,electronica,1051.91
1848,372,2025-09-02,Medellin,electronica,600.2
1849,110,2025-03-09,Medellin,mercado,178.03
1850,154,2025-12-20,Cali,electronica,622.79
1851,372,2025-10-08,Cali,juguetes,75.2
1852,314,2025-08-23,Bogota,hogar,11.16
1853,142,2025-06-05,Bogota,electronica,7.53
1854,47,2025-04-15,Bogota,juguetes,55.37
1855,225,2025-08-20,Barranquilla,mercado,5.34
1856,262,2025-09-14,Cali,hogar,99.64
1857,292,2025-12-12,Medellin,ropa,10.15
1858,139,2025-01-05,Cali,mercado,31.99
1859,382,2025-09-12,Cartagena,hogar,186.58
1860,397,2025-10-17,Bogota,ropa,13.5
1861,138,2025-08-17,Barranquilla,electronica,77.26
1862,228,2025-06-14,Cali,libros,64.48
1863,214,2025-05-28,Medellin,ropa,152.69
1864,44,2025-10-26,Cali,libros,36.68
1865,391,2025-10-19,Bucaramanga,hogar,11.04
1866,222,2025-07-14,Cali,hogar,98.2
1867,167,2025-11-28,Medellin,hogar,120.82
1868,32,2025-05-11,Medellin,libros,21.47
1869,319,2025-06-23,Bogota,electronica,98.39
1870,197,2025-02-12,Barranquilla,electronica,151.77
1871,240,2025-01-02,Cali,ropa,43.19
1872,244,2025-09-09,Bogota,deportes,131.99
1873,299,2025-06-26,Cali,mercado,5.1
1874,382,2025-12-12,Medellin,mercado,228.76
1875,377,2025-01-20,Bogota,electronica,360.89
1876,266,2025-04-27,Medellin,ropa,123.72
1877,173,2025-11-07,Medellin,electronica,1314.06
1878,242,2025-06-28,Cali,hogar,47.21
1879,139,2025-01-25,Cali,ropa,78.23
1880,163,2025-08-01,Medellin,electronica,169.78
1881,123,2025-07-10,Barranquilla,mercado,6.96
1882,64,2025-10-08,Barranquilla,electronica,31.44
